schemaVersion,recordType,content.rank,content.title,content.authors,content.paper_url,content.pdf_url,content.github_url,content.github_stars,content.huggingface_url,content.huggingface_upvotes,content.source_platform,content.has_code,content.impact_score,content.published_date,collectedAt
1.0,RESEARCH_PAPER,240,MA-VLA: Multi-Arm Vision-Language-Action Model for Collaboration and Compositional Generalization,"Zaibin Zhang, Junlan Xiao, Zhongbo Zhang, Yifan Wang, Li Kang, Yiran Qin, Changxing Xia, Heng Zhou, Talas Fu, Enshen Zhou, Ruimao Zhang, Zhenfei Yin, Huchuan Lu, Lijun Wang",https://arxiv.org/abs/2608.25864,https://arxiv.org/pdf/2608.25864.pdf,https://github.com/zhangzaibin/future-robots,31,https://huggingface.co/papers/2608.25864,9,Hugging Face Daily Papers,True,256.0,2026-08-26T00:00:00.000Z,2026-09-12T07:57:25.460591+00:00
1.0,RESEARCH_PAPER,241,OracleZoom: On-Policy Self-Distillation Inspired Reference-Constrained Recursive Image Super Resolution,"Shubhashis Roy Dipta, Sourajit Saha, Shaswati Saha, Nobin Sarwar",https://arxiv.org/abs/2609.06490,https://arxiv.org/pdf/2609.06490.pdf,https://github.com/dipta007/OracleZoom,5,https://huggingface.co/papers/2609.06490,10,Hugging Face Daily Papers,True,255.0,2026-09-06T00:00:00.000Z,2026-09-12T07:57:11.679724+00:00
1.0,RESEARCH_PAPER,242,Group Adaptive Clipping Policy Optimization,"Sheng Jia, Xiao Wang, Shiva Prasad Kasiviswanathan, Rein Houthooft",https://arxiv.org/abs/2609.00444,https://arxiv.org/pdf/2609.00444.pdf,https://github.com/Sheng-J/GAPO,5,https://huggingface.co/papers/2609.00444,10,Hugging Face Daily Papers,True,255.0,2026-08-31T00:00:00.000Z,2026-09-12T07:57:20.250855+00:00
1.0,RESEARCH_PAPER,243,A Common Measure of Communication for Speech Brain-Computer Interfaces,"Dulhan Jayalath, Benjamin Ballyk, Oiwi Parker Jones",https://arxiv.org/abs/2609.02887,https://arxiv.org/pdf/2609.02887.pdf,https://github.com/neural-processing-lab/OVMI,3,https://huggingface.co/papers/2609.02887,10,Hugging Face Daily Papers,True,253.0,2026-09-02T00:00:00.000Z,2026-09-12T07:57:21.337919+00:00
1.0,RESEARCH_PAPER,244,NARU: A Benchmark for NARrative Evolution and Cultural Nuance Understanding in Japanese Extreme Long Video,"Yuheng Huang, Jianlang Chen, Jiayang Song, Hua Qi, Aza Kai, Vincent Markert, Edison Marrese-Taylor, Jianjun Zhao, Lei Ma",https://arxiv.org/abs/2608.13210,https://arxiv.org/pdf/2608.13210.pdf,https://github.com/infinimind-inc/naru_benchmark,3,https://huggingface.co/papers/2608.13210,10,Hugging Face Daily Papers,True,253.0,2026-08-13T00:00:00.000Z,2026-09-12T07:57:28.369518+00:00
1.0,RESEARCH_PAPER,245,"Locked at the Entrance, Open Inside: Where RLVR Narrows the Solution Space","Qiancheng Zhou, Ruizhe Li",https://arxiv.org/abs/2608.29188,https://arxiv.org/pdf/2608.29188.pdf,https://github.com/ershiyidian/early-branch-locking,2,https://huggingface.co/papers/2608.29188,10,Hugging Face Daily Papers,True,252.0,2026-08-29T00:00:00.000Z,2026-09-12T07:57:21.337927+00:00
1.0,RESEARCH_PAPER,246,CaRGo-T: Causal Reasoning Graph-of-Thought improves Multimodal Humor Comprehension,"Abhilash Nandy, Rahul Seetharaman, Aman Bansal, Rounak Saha, Manav Nitin Kapadnis, Millon Madhur Das, Pawan Goyal, Niloy Ganguly",https://arxiv.org/abs/2608.23172,https://arxiv.org/pdf/2608.23172.pdf,https://github.com/abhi1nandy2/CaRGo-T,1,https://huggingface.co/papers/2608.23172,10,Hugging Face Daily Papers,True,251.0,2026-08-24T00:00:00.000Z,2026-09-12T07:57:24.840352+00:00
1.0,RESEARCH_PAPER,247,IdeaAMBIG: Benchmarking Implementation-Critical Gaps in Research-Idea Specifications,"Yiling Ma, Yilun Zhao, Sihong Wu, Manasi Patwardhan, Arman Cohan",https://arxiv.org/abs/2609.10539,https://arxiv.org/pdf/2609.10539.pdf,https://github.com/Yiling-Ma/IdeaAMBIG,0,https://huggingface.co/papers/2609.10539,10,Hugging Face Daily Papers,True,250.0,2026-09-09T00:00:00.000Z,2026-09-12T07:57:11.078359+00:00
1.0,RESEARCH_PAPER,248,ActReview: Rebuttal-Guided Training Data and Rubric Rewards for Actionable Peer Review Generation,"Yiling Ma, Yilun Zhao, Sihong Wu, Ziyu Chen, Manasi Patwardhan, Arman Cohan",https://arxiv.org/abs/2609.09076,https://arxiv.org/pdf/2609.09076.pdf,https://github.com/Yiling-Ma/ActReview,0,https://huggingface.co/papers/2609.09076,10,Hugging Face Daily Papers,True,250.0,2026-09-08T00:00:00.000Z,2026-09-12T07:57:11.078370+00:00
1.0,RESEARCH_PAPER,249,Adaptive Bridge: A Proxy-Based Decoupling Layer for Mitigating DDS Backpressure in ROS 2,"Kaushalraj Puwar, B. Thangaraju",https://arxiv.org/abs/2608.15380,https://arxiv.org/pdf/2608.15380.pdf,https://github.com/KaushalrajPuwar/adaptive-bridge,0,https://huggingface.co/papers/2608.15380,10,Hugging Face Daily Papers,True,250.0,2026-09-06T00:00:00.000Z,2026-09-12T07:57:11.078383+00:00
1.0,RESEARCH_PAPER,250,MARS: Multi-Specialist LLM Relay System for Competitive Programming,"Andrei Mikhailov, Mikhail Burtsev, Alsu Sagirova",https://arxiv.org/abs/2608.23918,https://arxiv.org/pdf/2608.23918.pdf,https://github.com/fckand/mars,0,https://huggingface.co/papers/2608.23918,10,Hugging Face Daily Papers,True,250.0,2026-08-24T00:00:00.000Z,2026-09-12T07:57:26.050055+00:00
1.0,RESEARCH_PAPER,251,Human-Centric Intelligence in the Era of Foundation Models: A Survey,"Yang Chen, Tianqi Wang, Xiaorui Jiang, Yilei Man, Yihua Shao, Mengyuan Liu, Zhi Chen, Xiaofeng Cao, Qibin Zhao, Chi Harold Liu, Albert Y. Zomaya, Nicu Sebe, Jingren Zhou, Dacheng Tao, Song Guo, Jingcai Guo",https://arxiv.org/abs/2608.18184,https://arxiv.org/pdf/2608.18184.pdf,https://github.com/cseeyangchen/Human-Centric-AI,20,https://huggingface.co/papers/2608.18184,9,Hugging Face Daily Papers,True,245.0,2026-08-18T00:00:00.000Z,2026-09-12T07:57:27.256778+00:00
1.0,RESEARCH_PAPER,252,When Models Edit Too Much: On the Fidelity of Minimal Code Edits,"Tongyao Zhu, Wei Hern Lim, Min-Yen Kan",https://arxiv.org/abs/2609.04061,https://arxiv.org/pdf/2609.04061.pdf,https://github.com/nreHieW/over-editing,19,https://huggingface.co/papers/2609.04061,9,Hugging Face Daily Papers,True,244.0,2026-09-03T00:00:00.000Z,2026-09-12T07:57:20.250863+00:00
1.0,RESEARCH_PAPER,253,MathForm: Scaling Mathematical Autoformalization with Knowledge Retrieval and Verification-Guided Refinement,"Lushi Pu, Weiming Zhang, Xinheng Xie, Zixuan Fu, Bingxiang He, Hengyu Zhao, Hongya Lyu, Xin Li, Jie Zhou, Yudong Wang",https://arxiv.org/abs/2608.14221,https://arxiv.org/pdf/2608.14221.pdf,https://github.com/OpenBMB/MathForm,17,https://huggingface.co/papers/2608.14221,9,Hugging Face Daily Papers,True,242.0,2026-08-14T11:51:12.000Z,2026-09-12T07:57:29.577216+00:00
1.0,RESEARCH_PAPER,254,"Partition the Support, Reconstruct the Residual: Training-Free Sparse Attention for Video Generation and World Models","Pardis Taghavi, Reza Langari, Gaurav Pandey",https://arxiv.org/abs/2608.18484,https://arxiv.org/pdf/2608.18484.pdf,https://github.com/PardisTaghavi/SparsePR,16,https://huggingface.co/papers/2608.18484,9,Hugging Face Daily Papers,True,241.0,2026-08-19T00:00:00.000Z,2026-09-12T07:57:27.256769+00:00
1.0,RESEARCH_PAPER,255,Knowledge Distillation During Mid-Training Favors Reasoning over Factual Recall,"Jacqueline He, Howard Yen, Shuyue Stella Li, Margaret Li, Hanqing Zeng, Yinglong Xia, Benyu Zhang, Zhuokai Zhao, Qiang Zhang, Pang Wei Koh, Luke Zettlemoyer, Wen-tau Yih",https://arxiv.org/abs/2609.01532,https://arxiv.org/pdf/2609.01532.pdf,https://github.com/facebookresearch/midtraining-distillation,12,https://huggingface.co/papers/2609.01532,9,Hugging Face Daily Papers,True,237.0,2026-09-01T00:00:00.000Z,2026-09-12T07:57:22.572748+00:00
1.0,RESEARCH_PAPER,256,Why Is Video Still So Expensive? A Survey of Inference-Efficiency Mechanisms in Video and Audiovisual LLMs,"Killian Steunou, Yannis Tevissen, Mounîm A. El Yacoubi",https://arxiv.org/abs/2609.10355,https://arxiv.org/pdf/2609.10355.pdf,https://github.com/momentslab/awesome-efficient-videollm,7,https://huggingface.co/papers/2609.10355,9,Hugging Face Daily Papers,True,232.0,2026-09-09T00:00:00.000Z,2026-09-12T07:57:11.679732+00:00
1.0,RESEARCH_PAPER,257,SafeAtlas-VL: Beyond Binary Multimodal Safety with Large-Scale Data and Guard Models,"Zongrui Wang, Xiangyang Zhu, Sicheng Wang, Han Wang, Dingyi Rong, Zeyu Zhang, Chunyi Li, Yue Shi, Kaiwei Zhang, Zicheng Zhang, Yuan Tian, Qi Jia, Yan Teng, Wei Sun, Ning Liu, Guangtao Zhai",https://arxiv.org/abs/2608.29098,https://arxiv.org/pdf/2608.29098.pdf,https://github.com/zrwang1211/SafeAtlas-VL,7,https://huggingface.co/papers/2608.29098,9,Hugging Face Daily Papers,True,232.0,2026-08-29T00:00:00.000Z,2026-09-12T07:57:23.197197+00:00
1.0,RESEARCH_PAPER,258,TinyCast: Probabilistic Zero-Shot Forecasting with Computed Periodicity,Armin Steinhauser,https://arxiv.org/abs/2608.15767,https://arxiv.org/pdf/2608.15767.pdf,https://github.com/raws-labs/tinycast,7,https://huggingface.co/papers/2608.15767,9,Hugging Face Daily Papers,True,232.0,2026-08-16T00:00:00.000Z,2026-09-12T07:57:28.369534+00:00
1.0,RESEARCH_PAPER,259,SimpleMemVLA: A Simple but Effective Native-Video Memory for Vision-Language-Action Models,"Cheng Yin, Wang Xu, Junpeng Yang, Sikyuen Tam, Hanyu Liu, Yuan Yao, Xiangrui Zeng, Junbo Cui, Yequan Wang, Zhouping Yin, Yankai Lin",https://arxiv.org/abs/2609.05533,https://arxiv.org/pdf/2609.05533.pdf,https://github.com/wadeKeith/SimpleMemVLA,27,https://huggingface.co/papers/2609.05533,8,Hugging Face Daily Papers,True,227.0,2026-09-02T00:00:00.000Z,2026-09-12T07:57:12.924595+00:00
1.0,RESEARCH_PAPER,260,Unifying Conformal Language Tasks with In-Context Ensembles,"Xiao Shi Huang, Chen-Yuan Lin, Bruce Kuwahara, Kin Kwan Leung, Jesse C. Cresswell",https://arxiv.org/abs/2609.03005,https://arxiv.org/pdf/2609.03005.pdf,https://github.com/layer6ai-labs/conformal-relevance,2,https://huggingface.co/papers/2609.03005,9,Hugging Face Daily Papers,True,227.0,2026-09-02T00:00:00.000Z,2026-09-12T07:57:12.924578+00:00
1.0,RESEARCH_PAPER,261,Control-Data Flow Separation: Stable Prompt Optimization in Multi-Agent LLMs,"Wentao Zhang, Syed Shariyar Murtaza, Junaid Ahmad Bhatti, Utkarsh Soni, Yifan Nie, Eugene Wen, Yuntian Deng",https://arxiv.org/abs/2609.00621,https://arxiv.org/pdf/2609.00621.pdf,https://github.com/yuntian-group/cdsep,2,https://huggingface.co/papers/2609.00621,9,Hugging Face Daily Papers,True,227.0,2026-09-01T00:00:00.000Z,2026-09-12T07:57:22.572755+00:00
1.0,RESEARCH_PAPER,262,GUI-Primitives: Diagnosing Spatial Reasoning Failures in Vision-Language GUI Grounding,"Md Abrar Jahin, Md Rizwan Parvez",https://arxiv.org/abs/2608.21832,https://arxiv.org/pdf/2608.21832.pdf,https://github.com/Abrar2652/gui-primitives,1,https://huggingface.co/papers/2608.21832,9,Hugging Face Daily Papers,True,226.0,2026-08-22T00:00:00.000Z,2026-09-12T07:57:25.460600+00:00
1.0,RESEARCH_PAPER,263,"Train Smarter, Not Harder: Switching Signal-Guided Training in Active Learning","Nagham Omar, Maya Rozenshtein, Evgeny Mishlyakov, Avigdor Gal",https://arxiv.org/abs/2609.06806,https://arxiv.org/pdf/2609.06806.pdf,https://github.com/naghamo/hybridAL,0,https://huggingface.co/papers/2609.06806,9,Hugging Face Daily Papers,True,225.0,2026-09-06T00:00:00.000Z,2026-09-12T07:57:11.679740+00:00
1.0,RESEARCH_PAPER,264,PolicyGuide: From Guarding One Action to Guiding the Whole Workflow for Policy-Compliant LLM Agents,"Seongjae Kang, Taehyung Yu, Sung Ju Hwang",https://arxiv.org/abs/2608.19861,https://arxiv.org/pdf/2608.19861.pdf,https://github.com/erjui/PolicyGuide,0,https://huggingface.co/papers/2608.19861,9,Hugging Face Daily Papers,True,225.0,2026-08-20T00:00:00.000Z,2026-09-12T07:57:28.369525+00:00
1.0,RESEARCH_PAPER,265,GOAG: Generative and Object-Agnostic Grasp Planner for Dexterous Robotic Manipulation,"Julien Merand, Boris Meden, Mathieu Grossard, Liming Chen",https://arxiv.org/abs/2608.19759,https://arxiv.org/pdf/2608.19759.pdf,https://github.com/CEA-LIST/GOAG,9,https://huggingface.co/papers/2608.19759,8,Hugging Face Daily Papers,True,209.0,2026-08-20T00:00:00.000Z,2026-09-12T07:57:28.369541+00:00
1.0,RESEARCH_PAPER,266,SkillGate: Training In-Policy Skill Selection in Long-Horizon Agents,"Qingyao Li, Wenxiang Jiao, Shuai Shao, Kangning Zhang, Yuan Lu, Yi Guo, Weiwen Liu, Weinan Zhang, Yong Yu",https://arxiv.org/abs/2608.18852,https://arxiv.org/pdf/2608.18852.pdf,https://github.com/DeepExperience/SkillGate,4,https://huggingface.co/papers/2608.18852,8,Hugging Face Daily Papers,True,204.0,2026-08-19T00:00:00.000Z,2026-09-12T07:57:28.966611+00:00
1.0,RESEARCH_PAPER,267,Weaving Visual Narratives: Agentic Image Bundle Composition Beyond Atomic Visual Matching,"Rong Shan, Tianyi Xu, Congmin Zheng, Wenteng Chen, Jiachen Zhu, Junjie Wu, Teng Wang, Weiwen Liu, Changwang Zhang, Weinan Zhang, Jun Wang, Jianghao Lin",https://arxiv.org/abs/2608.28695,https://arxiv.org/pdf/2608.28695.pdf,https://github.com/LaVieEnRose365/Image-Bundle-Composition,3,https://huggingface.co/papers/2608.28695,8,Hugging Face Daily Papers,True,203.0,2026-08-27T00:00:00.000Z,2026-09-12T07:57:23.197205+00:00
1.0,RESEARCH_PAPER,268,QuoteBench: How Matched Scores Can Hide Command-Path Failures,"Shangao Li, Yao Zhang, Volker Tresp, Yuanyuan Yang",https://arxiv.org/abs/2608.13547,https://arxiv.org/pdf/2608.13547.pdf,https://github.com/LeonardNJU/quoteBench,3,https://huggingface.co/papers/2608.13547,8,Hugging Face Daily Papers,True,203.0,2026-08-13T00:00:00.000Z,2026-09-12T07:57:28.369548+00:00
1.0,RESEARCH_PAPER,269,Diffs vs. Whole Files: An Empirical Comparison of Iterative Edit-Based and Direct Generation for Flutter/Dart Code Models,Andrej Andrejev,https://arxiv.org/abs/2609.05779,https://arxiv.org/pdf/2609.05779.pdf,https://github.com/bbidpa/rainbow-pony,2,https://huggingface.co/papers/2609.05779,8,Hugging Face Daily Papers,True,202.0,2026-09-05T00:00:00.000Z,2026-09-12T07:57:11.679746+00:00
1.0,RESEARCH_PAPER,270,Daedalus-150M: A Convolution-Attention Hybrid Designed for CPU Inference,Christos Koutsiaris,https://arxiv.org/abs/2608.20210,https://arxiv.org/pdf/2608.20210.pdf,https://github.com/unseen1980/daedalus,1,https://huggingface.co/papers/2608.20210,8,Hugging Face Daily Papers,True,201.0,2026-08-20T00:00:00.000Z,2026-09-12T07:57:27.256792+00:00
1.0,RESEARCH_PAPER,271,"One Editor, Many Edits: A Unified Training-Free Framework for Diverse Video Editing","Adheesh Sunil Juvekar, Onkar Kishor Susladkar, Kiet A. Nguyen, Muntasir Wahed, Nabeel Bashir, Xiaona Zhou, Tianjiao Yu, Vedant Shah, Ismini Lourentzou",https://arxiv.org/abs/2609.04190,https://arxiv.org/pdf/2609.04190.pdf,https://github.com/PLAN-Lab/EditVid,24,https://huggingface.co/papers/2609.04190,7,Hugging Face Daily Papers,True,199.0,2026-09-03T00:00:00.000Z,2026-09-12T07:57:20.250895+00:00
1.0,RESEARCH_PAPER,272,A Three-Layer Caching Architecture for Low-Latency LLM Web Search on Commodity CPU Hardware,"Ayushman Bhattacharya, Nihal Gazi",https://arxiv.org/abs/2609.05463,https://arxiv.org/pdf/2609.05463.pdf,https://github.com/pollinations/search.elixpo,22,https://huggingface.co/papers/2609.05463,7,Hugging Face Daily Papers,True,197.0,2026-08-12T00:00:00.000Z,2026-09-12T07:57:11.679779+00:00
1.0,RESEARCH_PAPER,273,PixRestore: Unified Image Restoration via Pixel Diffusion Transformer,"Lingchen Sun, Rongyuan Wu, Xiangtao Kong, Jixin Zhao, Qiaosi Yi, Yujing Sun, Shuaizheng Liu, Zhengqiang Zhang, Lei Zhang",https://arxiv.org/abs/2608.16793,https://arxiv.org/pdf/2608.16793.pdf,https://github.com/csslc/PixRestore,116,https://huggingface.co/papers/2608.16793,3,Hugging Face Daily Papers,True,191.0,2026-08-17T00:00:00.000Z,2026-09-12T07:57:29.577283+00:00
1.0,RESEARCH_PAPER,274,EditaLive! Unified Character Video Editing for Live Streaming,"Zhiyuan Li, Chi-Man Pun, Peng-Tao Jiang, Bo Li, Xiaodong Cun",https://arxiv.org/abs/2608.27123,https://arxiv.org/pdf/2608.27123.pdf,https://github.com/GVCLab/EditaLive,40,https://huggingface.co/papers/2608.27123,6,Hugging Face Daily Papers,True,190.0,2026-08-27T00:00:00.000Z,2026-09-12T07:57:24.840409+00:00
1.0,RESEARCH_PAPER,275,AdaptVPR: Route-Aware Hard Positive Generation for Robust Visual Place Recognition,"Shunpeng Chen, Jingyi Zhang, Changwei Wang, Shengpeng Xu, Yukun Song, Xingtian Pei, Jinzhou Lin, Li Guo, Shibiao Xu",https://arxiv.org/abs/2609.04369,https://arxiv.org/pdf/2609.04369.pdf,https://github.com/chenshunpeng/AdaptVPR,11,https://huggingface.co/papers/2609.04369,7,Hugging Face Daily Papers,True,186.0,2026-09-03T00:00:00.000Z,2026-09-12T07:57:20.250905+00:00
1.0,RESEARCH_PAPER,276,Agent Memory Is a Surface for Endogenous Authorization Laundering,"Tommaso Cerruti, Mika Okamoto, Ansel Kaplan Erol",https://arxiv.org/abs/2609.01836,https://arxiv.org/pdf/2609.01836.pdf,https://github.com/tommasocerruti/eal-bench,9,https://huggingface.co/papers/2609.01836,7,Hugging Face Daily Papers,True,184.0,2026-09-01T00:00:00.000Z,2026-09-12T07:57:22.572782+00:00
1.0,RESEARCH_PAPER,277,CoToGrasp: Contact-Topology-Conditioned Dexterous Grasp Synthesis via Canonical Workspace Learning,"Julien Merand, Boris Meden, Liming Chen, Mathieu Grossard",https://arxiv.org/abs/2608.19776,https://arxiv.org/pdf/2608.19776.pdf,https://github.com/CEA-LIST/CoToGrasp,7,https://huggingface.co/papers/2608.19776,7,Hugging Face Daily Papers,True,182.0,2026-08-20T00:00:00.000Z,2026-09-12T07:57:28.369555+00:00
1.0,RESEARCH_PAPER,278,Thinking on Shots: Consistent Multi-Shot Video Editing with Agentic Reasoning,"Chenyang Wu, Fuchen Long, Binyuan Huang, Xinlong Sun, Xi Chen, Chun-Le Guo, Chongyi Li",https://arxiv.org/abs/2608.26809,https://arxiv.org/pdf/2608.26809.pdf,https://github.com/Wucy0519/MMLVE,4,https://huggingface.co/papers/2608.26809,7,Hugging Face Daily Papers,True,179.0,2026-08-27T00:00:00.000Z,2026-09-12T07:57:24.840375+00:00
1.0,RESEARCH_PAPER,279,"Better Retrieval, Worse Robustness:How Multi-hop RAG Amplifies Upstream ASR Errors",Zhenghua Bao,https://arxiv.org/abs/2608.22872,https://arxiv.org/pdf/2608.22872.pdf,https://github.com/ZhenghuaBao/spoken-multihop-rag,4,https://huggingface.co/papers/2608.22872,7,Hugging Face Daily Papers,True,179.0,2026-08-24T00:00:00.000Z,2026-09-12T07:57:26.676546+00:00
1.0,RESEARCH_PAPER,280,From Sequence to Structure: Relational Uncertainty Propagation for LLM Agents,"Zhengzhao Ma, Boxi Cao, Yaojie Lu, Hongyu Lin, Xianpei Han, Le Sun, Zhengzhao Ma. Boxi Cao",https://arxiv.org/abs/2608.16002,https://arxiv.org/pdf/2608.16002.pdf,https://github.com/icip-cas/RUPA,3,https://huggingface.co/papers/2608.16002,7,Hugging Face Daily Papers,True,178.0,2026-08-19T00:00:00.000Z,2026-09-12T07:57:29.577222+00:00
1.0,RESEARCH_PAPER,281,Knowing What Not to Answer: Selective Non-Compliance in Vision-Language Models,"Minji Kim, Jihyoung Jang, Hyounghun Kim",https://arxiv.org/abs/2609.04720,https://arxiv.org/pdf/2609.04720.pdf,https://github.com/mz-kim/KoNA,2,https://huggingface.co/papers/2609.04720,7,Hugging Face Daily Papers,True,177.0,2026-09-04T00:00:00.000Z,2026-09-12T07:57:20.250884+00:00
1.0,RESEARCH_PAPER,282,PaperCompiler: Faithful Paper-to-Code Generation via Repository-Level Specification Compilation,"Yunhao Liu, Hong Phuc Pham, Jaehong Yoon",https://arxiv.org/abs/2609.02272,https://arxiv.org/pdf/2609.02272.pdf,https://github.com/Daethalous/PaperCompiler,2,https://huggingface.co/papers/2609.02272,7,Hugging Face Daily Papers,True,177.0,2026-09-02T00:00:00.000Z,2026-09-12T07:57:21.962848+00:00
1.0,RESEARCH_PAPER,283,CaSKG: Counterfactual-Causal Skill Graphs for Scalable Agent Skill Retrieval,"Zhiyuan Li, Linyuan Gao, Xuechun Ding, Hongwei Chen, Yuan Wu, Yi Chang",https://arxiv.org/abs/2608.25500,https://arxiv.org/pdf/2608.25500.pdf,https://github.com/ZhiyuanLi218/Caskg,2,https://huggingface.co/papers/2608.25500,7,Hugging Face Daily Papers,True,177.0,2026-08-26T00:00:00.000Z,2026-09-12T07:57:24.840386+00:00
1.0,RESEARCH_PAPER,284,SchemeArena: Factorized Stress Testing of Scheming in LLM Agents,"Jie Ruan, Inderjeet Nair, Amy Liu, Muhammad Khalifa, Yusheng Zhou, Lu Wang",https://arxiv.org/abs/2609.08126,https://arxiv.org/pdf/2609.08126.pdf,https://github.com/launchnlp/SchemeArena,1,https://huggingface.co/papers/2609.08126,7,Hugging Face Daily Papers,True,176.0,2026-09-08T00:00:00.000Z,2026-09-12T07:57:11.679764+00:00
1.0,RESEARCH_PAPER,285,Adapting Without Gradients: Affine Statistics Transport and What Its Certificate Can Tell You,"Salim Khazem, Ibrahim Mohamed Serouis",https://arxiv.org/abs/2609.00374,https://arxiv.org/pdf/2609.00374.pdf,https://github.com/salimkhazem/caster-adapt,1,https://huggingface.co/papers/2609.00374,7,Hugging Face Daily Papers,True,176.0,2026-08-31T00:00:00.000Z,2026-09-12T07:57:22.572788+00:00
1.0,RESEARCH_PAPER,286,LMSM: LLM Security Framework Inspired by Linux Security Modules,"XiuYu Zhang, Bonan Ruan, Junfeng Fang, An Zhang, Tat-Seng Chua, Zhenkai Liang",https://arxiv.org/abs/2608.25697,https://arxiv.org/pdf/2608.25697.pdf,https://github.com/xiuyuz/LMSM,1,https://huggingface.co/papers/2608.25697,7,Hugging Face Daily Papers,True,176.0,2026-08-26T00:00:00.000Z,2026-09-12T07:57:23.796891+00:00
1.0,RESEARCH_PAPER,287,Recursive Criticality of AI Self-Improvement,Mikhail Burtsev,https://arxiv.org/abs/2609.00137,https://arxiv.org/pdf/2609.00137.pdf,https://github.com/burtsev/recursive-criticality-ai,0,https://huggingface.co/papers/2609.00137,7,Hugging Face Daily Papers,True,175.0,2026-08-31T00:00:00.000Z,2026-09-12T07:57:22.572795+00:00
1.0,RESEARCH_PAPER,288,Cross-lingual Functional Vectors for Emotion Detection in Large Language Models,"Jieying Xue, Phuong Minh Nguyen, Minh Le Nguyen, Shogo Okada",https://arxiv.org/abs/2608.29613,https://arxiv.org/pdf/2608.29613.pdf,https://github.com/yingjie7/cross_lingual_fvs,0,https://huggingface.co/papers/2608.29613,7,Hugging Face Daily Papers,True,175.0,2026-08-30T00:00:00.000Z,2026-09-12T07:57:23.197217+00:00
1.0,RESEARCH_PAPER,289,Language Chain in Alignment: Cross-lingual Ranking Preference Optimization,"Seungyoon Lee, Minhyuk Kim, Jungseob Lee, Heuiseok Lim",https://arxiv.org/abs/2608.23149,https://arxiv.org/pdf/2608.23149.pdf,https://github.com/dltmddbs100/CRPO,0,https://huggingface.co/papers/2608.23149,7,Hugging Face Daily Papers,True,175.0,2026-08-24T11:54:36.000Z,2026-09-12T07:57:23.796897+00:00
1.0,RESEARCH_PAPER,290,Listening Forward: Next Patch Embedding Prediction Enables Scalable Audio Learners,"Umberto Cappellazzo, Xubo Liu, Stavros Petridis, Maja Pantic",https://arxiv.org/abs/2608.19863,https://arxiv.org/pdf/2608.19863.pdf,https://github.com/umbertocappellazzo/nape,18,https://huggingface.co/papers/2608.19863,6,Hugging Face Daily Papers,True,168.0,2026-08-20T00:00:00.000Z,2026-09-12T07:57:28.369561+00:00
1.0,RESEARCH_PAPER,291,RECAP-Forcing: Retaining Content Appearances for Long Video Generation,"Haiyang Xu, Zheng Ding, Zhuowen Tu",https://arxiv.org/abs/2608.26671,https://arxiv.org/pdf/2608.26671.pdf,https://github.com/xXuHaiyang/RECAP-Forcing,15,https://huggingface.co/papers/2608.26671,6,Hugging Face Daily Papers,True,165.0,2026-08-27T00:00:00.000Z,2026-09-12T07:57:23.197252+00:00
1.0,RESEARCH_PAPER,292,Training-Free Speech-Centric Omni Understanding with Frozen VLMs,"Ankan Deria, Hanoona Rasheed, Xilin He, Fahad Shahbaz Khan, Salman Khan",https://arxiv.org/abs/2609.04242,https://arxiv.org/pdf/2609.04242.pdf,https://github.com/mbzuai-oryx/OmniEvalKit,10,https://huggingface.co/papers/2609.04242,6,Hugging Face Daily Papers,True,160.0,2026-08-07T00:00:00.000Z,2026-09-12T07:57:20.250934+00:00
1.0,RESEARCH_PAPER,293,Super Star: Towards Streaming Real-time Interactive Agents for Digital Humans,"Wentao Jiang, Youchen Xie, Haidi Fan, Yajing Chen, Xin Wang, Ye Shi, Jingya Wang",https://arxiv.org/abs/2608.24909,https://arxiv.org/pdf/2608.24909.pdf,https://github.com/PeterIverson/Super-Star,9,https://huggingface.co/papers/2608.24909,6,Hugging Face Daily Papers,True,159.0,2026-07-22T00:00:00.000Z,2026-09-12T07:57:25.460610+00:00
1.0,RESEARCH_PAPER,294,Refuse without Refusal: A Structural Analysis of Safety-Tuning Responses for Reducing False Refusals in Language Models,"Minji Kim, Hyounghun Kim",https://arxiv.org/abs/2609.04714,https://arxiv.org/pdf/2609.04714.pdf,https://github.com/mz-kim/Refuse-without-Refusal,2,https://huggingface.co/papers/2609.04714,6,Hugging Face Daily Papers,True,152.0,2026-09-04T00:00:00.000Z,2026-09-12T07:57:20.250916+00:00
1.0,RESEARCH_PAPER,295,Cross-Model Memory Transfer via Target-Side Reader Adaptation,"Mingyuan Li, Guangsheng Yu, Xu Wang, Shaoxiong Ji",https://arxiv.org/abs/2608.17050,https://arxiv.org/pdf/2608.17050.pdf,https://github.com/OLAResearch/XMemTransfer,2,https://huggingface.co/papers/2608.17050,6,Hugging Face Daily Papers,True,152.0,2026-08-17T00:00:00.000Z,2026-09-12T07:57:29.577251+00:00
